N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
529;1106;1403070829;"Ressources humaines disponibles ;
Disponibilité du sable(Sanaga) du gravier (Rochers de pierre).";Délégation départementale de la SanagaMaritime.;140307;0829
530;1107;1403070846;;Délégation Départementale de la SanagaMaritime.;140307;0846
531;1108;1403040033;Vaste étendu forestier et faunique.;;140304;0033
532;1109;1403040829;Existence des produits de carrières : sables, Gravillons, latérites, pierre.;;140304;0829
533;1110;1403040545;"Existence d’un réseau téléphonique MTN/ORANGE à Ndom.
Existence d’une antenne de relai Radio/tv CRTV à Ndom.";;140304;0545
534;1111;1403040832;"Présence d’un réseau électrique (haute tension et basse tension) AES/SONEL.
Présence d’importants cours d’eau.";;140304;0832
535;1112;1403040930;"Vastes terres fertiles.
Vastes terres cultivables.
Existence des gics et associations d’agriculteurs.";;140304;0930
536;1113;1403040931;Vastes étendus de terre pour la pratique de l’élevage.;;140304;0931
537;1114;1403040523;Existence d’un Hôtel et d’une auberge.;;140304;0523
538;1116;1403050829;Carrières de sables et de pierres;Sable et Pierres;140305;0829
539;1117;1403050033;Présence d’espèces fourragères, forestières, fauniques et des PFNL;Savane et Forêt;140305;0033
540;1118;1403050028;D’énormes quantités d’eau.;Fleuve sanaga, la Djouel.;140305;0028
541;1119;1403050523;Sites touristiques.;Ngog Lituba.;140305;0523
542;1120;1403050930;Fertilité du sol, populations laborieuses.;Vastes étendues des terres.;140305;0930
543;1121;1403050931;Présence d’espèces fourragères.;Savane.;140305;0931
544;1122;1708070930;Possibilité de booster la production agricole notamment en ce qui concerne les cultures maraîchères et céréalières.;Grandes superficies de bas-fonds.;170807;0930
545;1123;1708070832;La maîtrise de la gestion de l’eau grâce à la construction de barrages.;Présence de nombreux cours d’eaux.;170807;0832
546;1124;1708070829;Exploitation minières de sables et pierres.;Présence de nombreuses carrières de sable et de pierres.;170807;0829
547;1125;1708070735;"Possibilité d’employer une grande main d’œuvre.
Possibilité de créer des activités génératrices d’emplois.";"Population essentiellement jeune.
Fort taux de natalité.";170807;0735
548;1126;1708070322;Possibilité de développer des exploitations modernes de cultures pérennes (palmier à huile, caféier robusta, cacaoyer, agrumes et autres arbres fruitiers);Le climat relativement chaud avec une longue saison des pluies.;170807;0322
549;1127;1708070033;Possibilités d’exploitation du bois d’œuvre.;Présence de bandes forestières dans la zone Est de l’arrondissement.;170807;0033
550;1128;1402010931;Les caractéristiques pédoclimatiques et la disponibilité des terres à fertilité moyenne militent en faveur du développement des activités pastorales et piscicoles. L’élevage est tres diversifié nous y trouvons l’élevage des petits ruminants (ovins et caprins) des porcins et des oiseaux (l’aviculture). Cela procure aux populations des aliments, des revenus et de la matière première. ;;140201;0931
551;1129;1801040033;"Forêt luxuriante et riche en faune et en essences forestières.
Flore favorable à diverses exploitations (bois d’œuvre, bois de chauffage, collectes des PFNL, chasse, etc.).


";;180104;0033
552;1130;1801040931;Rivières poissonneuses et riches en limons favorables à la pratique de la pêche et à d’autres exploitations.;;180104;0931
553;1131;1801040829;Existence de nombreuses carrières de sable et pierres pouvant être exploitées pour réduire le chômage.;;180104;0829
554;1132;1801040930;Existence de bas fonds propices à la pratique des cultures maraîchères, des cultures de contre saisons et à la pisciculture.;;180104;0930
555;1133;1801040307;Position géographique stratégique.;;180104;0307
556;1134;1801040000;présence des infrastructures sociales de base.;;180104;0000
557;1135;1801040545;accès aux réseaux de télécommunications (Orange, MTN, CAMTEL et NEXTTEL).;;180104;0545
558;1136;1801040212;Présence des forces de maintien de l’ordre.;;180104;0212
559;1137;1801040523;Existence de plusieurs sites favorables au développement de l’éco tourisme (chutes).;;180104;0523
560;1138;1801040832;"Présence d’un réseau d’eau.
Hydrographie dense.";;180104;0832
561;1139;1801050837;La proximité de la frontière gabonaise qui représente un lieu d’échange économique potentiel.;;180105;0837
562;1140;1801050523;"La présence de deux aires protégées qui peuvent constituer un catalyseur du développement de l’écotourisme local ;";;180105;0523
563;1141;1801050930;"L’existence d’un espace cultivable ;";;180105;0930
564;1142;1801050028;"La diversité de la richesse de la forêt locale en essences forestières ;"; Essences forestières.;180105;0028
565;1143;1801050322;"La présence de nombreux marécages qu’on peut utiliser pour développer de nombreuses activités économiques ;";Marécages. ;180105;0322
566;1144;1801050930;"Le climat équatorial à quatre saisons qui est favorable à la pratique agricole.
";grand bassin de production cacaoyère et de banane plantain.;180105;0930
567;1145;1801050836;L’existence des carrières de matériaux divers utile pour les constructions.; Sable, latérite, pierres etc.;180105;0836
568;1146;1802040829;"Existence des ressources minières.
La présence du sable, de la latérite, de l’or et des massifs rocheux.";;180204;0829
569;1147;1802040000;Existence de certaines infrastructures de base.;;180204;0000
570;1148;1802040426;Populations majoritairement jeunes, dynamiques et ouvertes aux innovations.;;180204;0426
571;1149;1802040307;Cadre réglementaire et législatif favorable (Lois et Actes sur la décentralisation).;;180204;0307
572;1150;1802040930;"Pratique de l’agriculture (cacao et banane plantain).
Présence de terres cultivables propices à la pratique de l’agriculture et de valorisation des ressources forestières.";;180204;0930
573;1151;1802040810;"Ouverture de la frontière avec le Gabon.
Proximité du marché frontalier.";;180204;0810
574;1152;1802040832;"Dense réseau hydrographique ; dégageant des zones propices à la pratique de la pisciculture.
Construction de la ligne électrique venant de BIWONG-BULU par EDC.";;180204;0832
575;1153;1802040033;"Existence des ressources floristique et faunique.
Exploitation prochaine de la Forêt Communale.
Existence des forêts de production (UFA) et Vente de Coupe avec comme retombée la Redevance Forestière Annuelle (RFA).";;180204;0033
576;1154;1802040836;Construction du chemin de fer MBALAM-KRIBI passant par la Commune.;;180204;0836
577;1155;1802010033;"Existence d’une Vente de Coupe avec comme retombée la Redevance Forestière Annuelle (RFA).
Existence des forêts de production (UFA) et Vente de Coupe avec comme retombée la Redevance Forestière Annuelle (RFA).



";;180201;0033
578;1156;1802010419;Populations majoritairement jeunes, dynamiques et ouvertes aux innovations.;;180201;0419
579;1157;1802010108;Cadre réglementaire et législatif favorable (Lois et Actes sur la décentralisation).;;180201;0108
580;1158;1802010545;Existence du réseau de communication téléphonique par endroits.;;180201;0545
581;1159;1802010836;Proximité du Chef-lieu de la Région du Sud (32 Km).;;180201;0836
582;1160;1802010930;Présence de terres cultivables propices à la pratique de l’agriculture et de valorisation des ressources forestières.;;180201;0930
583;1161;1802010931;"Dense réseau hydrographique ; dégageant des zones propices à la pratique de la pisciculture.";;180201;0931
584;1162;1802010000;Existence de certaines infrastructures de base.;;180201;0000
585;1163;1202120930; la culture du cacao représente le socle de l’économie locale.;La commune de Ngoyla compte environ cinq cent producteurs de cacao qui exploitent plus de mille six cent hectares de superficie avec une production moyenne annuelle de plus de mille tonnes.;120212;0930
586;1164;1202120931; l’élevage traditionnel des poulets et des chèvres représente une part de plus en plus grandissante du secteur primaire dans la commune de Ngoyla.;"Notons tout de même que cette activité qui se fait par le mode d’élevage en divagation est prioritairement destinée à la consommation à cause des aléas et incertitudes liées à cette activité.
";120212;0931
587;1165;1202120931;la chasse et la pêche. En effet, la commune est arrosée par les affluents des fleuves Dja et Mié;Cette situation géographique particulière fait de Ngoyla un bassin de production du poisson d’eau douce quoique cette activité de pêche soit restée artisanale. C’est peut être la raison pour laquelle nous n’avons pas pu avoir les estimations en chiffres des quantités prélevés dans ces cours d’eaux faute de statistiques fiables de la part des acteurs.;120212;0931
588;1166;1202120921;l’artisanat et le commerce;Ici, les avis sont mitigés quant à la rentabilité de l’activité et so contribution au développement local à cause des problèmes de coût du transport et de la pénibilité de l’approvisionnement. Toutes-fois, la comparaison des prix pratiqués ici avec les prix dans la ville la plus proche qui est Lomé montre clairement que la marge bénéficière des commerçants est énorme.;120212;0921
589;1167;1202120742;les travailleurs des ONG et fonctionnaires;"par leurs revenus réguliers (mensuels) représentent en dehors des acheteurs de cacao qui sont présents
saisonnièrement, le véritable pouvoir d’achat de la commune de Ngoyla.";120212;0742
590;1168;1802060320;"Existence des sources de financement externes (subventions FEICOM, PNDP, CAC) .
Existence de la RFA, Existence de la logistique de collecte des recettes, Existence d’un coffre fort et d’un compte bancaire pour la sécurisation des fonds ;
Rôles bien définis dans la gestion des fonds : Maire=ordonnateur principal ;
Existence d’une nomenclature budgétaire réglementaire ;
Bonne méthodologie d’élaboration du budget (sur la base des recettes réelles);
Existence d’une commission de passation des marchés. ";"Les recettes budgétaires sont constituées par les recettes fiscales (impôt libératoire, RFA) pour moins de 71 millions FCFA /an, les C.A.C. pour environ 40 millions FCFA/an, les taxes communales indirectes (taxe d’abattage, droits de fourrière, droit de place, stationnement, publicité, etc.) pour moins de 760 000 FCFA/an, les produits de l’exploitation du domaine et des services communaux (locations, prestations de services, etc.) néant.  
Budget en augmentation entre 2008 et 2010, mais restant toujours inférieur à 100 millionsFCFA / exercice.  ";180206;0320
591;1169;1202140930; Relief peu accidenté permettant d’envisager la création des pistes de collecte pour évacuer les produits agricoles.;;120214;0930
592;1170;1202140930; Pratique de la jachère permettant de régénérer les sols.;;120214;0930
593;1171;1202140930;Climat pluvieux favorable favorisant l’agriculture.;;120214;0930
594;1172;1202140931;"Présence des marécages et de nombreuses rivières propice à l’agriculture de contre saison et de pêche.
Présence d’une variété de poissons permettant une saine alimentation.";;120214;0931
595;1173;1202140838;Présence des carrières de sable favorisant l’amélioration de l’habitat.;;120214;0838
596;1174;1202140742;Société très structurée favorisant la cohésion sociale;;120214;0742
597;1175;1202140033;"Le potentiel faunique et floristique est une source de revenus non négligeable pour les artisans.
Forêt riche en essences commercialisables et en PFNL.";;120214;0033
598;1176;1202140921;Présence d’un marché périodique dans la Commune permettant de développer le petit commerce.;;120214;0921
599;1177;1202140350;;"des recettes fiscales,
des centimes additionnels communaux,
des taxes communales directes,
des taxes communales indirectes,
des produits de l’exploitation du domaine et des services communaux,
Subventions d’équipements reçus. 
";120214;0350
600;1178;1802030033;Non estimé;Massif forestier;180203;0033
601;1179;1802030931;Pisciculture;"Marécages 
";180203;0931
602;1180;1802030930;Agriculture;Marécages;180203;0930
603;1181;1802030930;Plusieurs variétés de cultures de rente et vivrières;"Parcelles agricoles
";180203;0930
604;1182;1802030832;"Pêche,
irrigation des parcelles agricoles";Cours d’eau;180203;0832
605;1183;1802030000;;UFA (unité forestière d'aménagement);180203;0000
606;1184;1201010930;"Existence des vastes étendues de terres cultivables.
L’existence des structures d’encadrements (PNDRT, DAMINADER).";;120101;0930
607;1185;1201010931;"Un environnement favorable à l’élevage des porcs caprin, ovin, volaille et pisciculture.
La proximité des points d’abreuvements et petit bétail.
L’existence d’une aire d’abattage (sous exploité).
L’existence des structures d’encadrement (DAEPIA).
La disponibilité des ressources halieutiques permanentes.";;120101;0931
608;1186;1201010640;Existence d’un centre médical d’arrondissement, 01 centre de santé intégré et 01 CSI privée catholique.;;120101;0640
609;1187;1201010832;L’existence de 15 forages donc deux fonctionnels et de plusieurs sources non aménagées ainsi que des puits à ciel couvert.;;120101;0832
610;1188;1201010832;L’existence d’un réseau électrique réhabilitable dans le centre urbain.;;120101;0832
611;1189;1201010415;L’existence de 20 écoles primaires publiques, 04 écoles maternelles, 01 école des parents et un centre d’éducation de base.;;120101;0415
612;1190;1201010425;L’existence d’un lycée d’enseignement générale, 01 collège d’enseignements secondaires et 01 collège d’enseignement technique industriel et commercial.;;120101;0425
613;1191;1201010307;L’existence de 40 chefferies ,06 campements pygmées, et plusieurs services déconcentrés de l’État.;;120101;0307
614;1192;1201010523;Une population hospitalière et dynamique, l’existence des sites touristiques (colline de Paya 1, des orpailleurs artisanaux et de 06 campements pygmées).;;120101;0523
615;1193;1201010921;"La proximité de la RCA est un potentiel énorme dans les échanges.
La proximité de Yokadouma et Batouri favorise l’approvisionnement en produits manufacturés.";;120101;0921
616;1194;1201010033;L’existence des massif forestiers, existence d’une forêt communale a Paya et dune forêt communautaire, riche en essences et plantes médicinale, existence d’une faune diversifiées.;;120101;0033
617;1195;1201010829;L’existence de nombreux gisement de sable, d’or et diamant sous exploité.;;120101;0829
618;1196;1201010545;L’existence de quelque poche de réseau MTN et Orange.;;120101;0545
619;1197;1202130930;"La proximité du NYONG favorise les cultures maraichères.
L’espace propice au développement de l’agriculture et l’élevage.
Une agriculture diversifiée avec un potentiel élevé pour pratiquer sur de grande parcelle des terres cultivables.";;120213;0930
620;1198;1203040000;"Les potentialités dont dispose la commune d’Ouli pour son développement peuvent être les suivantes :
Relief peu accidenté.
Climat favorable à l’agriculture et à l’élevage ;
Abondance et disponibilité des terres fertiles et exploitables ;
Existence des gisements d’or, de sable, de moellons et de diamant ;
Existence des sources d’eau aménageables ;
Existence d’une hydrographie assez importante ;
Végétation abondante et diversifiée (savane arbustive, forêt de galerie, rôniers) ;
Disponibilité des pâturages ;
La présence d’un marché frontalier.";"Les principales ressources comprennent :
Les recettes fiscales ;
Les taxes communales directes et indirectes
Les ressources transférées dans le cadre de la décentralisation ;
Les produits de l’exploitation du patrimoine communale
En somme on peut dire que l’état général des infrastructures de la commune dans les différents secteurs étudiés, sont pour la plus part défectueux et non équipés (salles de classes, Centre de santé, points d’eau, routes et pistes communales). 
La réhabilitation et l’équipement de ces infrastructures permettra de faciliter l’accès des populations aux services sociaux de bases et par conséquent à l’amélioration de leurs conditions de vie.
";120304;0000
621;1199;1202110028;"Des ressources naturelles : forêt, faune, richesse du sol, des sites touristiques, des terres fertiles et un climat favorable ;";"
 ";120211;0028
622;1200;1202110930;"Une agriculture diversifiée ;";;120211;0930
623;1201;1202110930;"Des vastes terres fertiles et cultivables;";;120211;0930
624;1202;1202110307;Un conseil municipal actif avec une diversité ethnique et socioprofessionnelle.;;120211;0307
625;1203;1202110836;Présence des carrières de sables, de latérites de sables de pierre, des potentiels gisements de fer, d’or et de diamant.;;120211;0836
626;1204;1202070033;Des ressources naturelles : forêt, faune sauvages, des sites touristiques, et un climat favorable à la vie des populations. ;"Des Taxes communales Directes ;
Des Taxes Communales Indirectes ;
Produits de l’exploitation du Domaine et Services Communaux ;
Des Ristournes et Redevances consenties par l’Etat ;
Transfert reçu dans le cadre de la coopération décentralisée ;
Des autres produits et profits.";120207;0033
627;1205;1202070930;"Richesse du sol sur le plan agricole (fertilité du sol) et minier (ressources pas encore identifiées) ;
Des grandes surfaces non cultivées pouvant servir au développement de l’agriculture ;
Une agriculture diversifiée.";"Des Taxes communales Directes ;
Des Taxes Communales Indirectes ;
Produits de l’exploitation du Domaine et Services Communaux ;
Des Ristournes et Redevances consenties par l’Etat ;
Transfert reçu dans le cadre de la coopération décentralisée ;
Des autres produits et profits.";120207;0930
628;1206;1202070829;Présence des carrières de sables, de latérites de sables de pierre.;"Des Taxes communales Directes ;
Des Taxes Communales Indirectes ;
Produits de l’exploitation du Domaine et Services Communaux ;
Des Ristournes et Redevances consenties par l’Etat ;
Transfert reçu dans le cadre de la coopération décentralisée ;
Des autres produits et profits.";120207;0829
629;1207;1202070514;Le dynamisme, la solidarité des populations et l’élévation marquée de leur niveau d’instruction.;"Des Taxes communales Directes ;
Des Taxes Communales Indirectes ;
Produits de l’exploitation du Domaine et Services Communaux ;
Des Ristournes et Redevances consenties par l’Etat ;
Transfert reçu dans le cadre de la coopération décentralisée ;
Des autres produits et profits.";120207;0514
630;1208;1202070418;Une élite importante et intellectuelle.;"Des Taxes communales Directes ;
Des Taxes Communales Indirectes ;
Produits de l’exploitation du Domaine et Services Communaux ;
Des Ristournes et Redevances consenties par l’Etat ;
Transfert reçu dans le cadre de la coopération décentralisée ;
Des autres produits et profits.";120207;0418
631;1209;1108050930;Climat favorable à la pratique des activités agricoles, Présence des grandes plantations de palmier à huile et de cacao, Existence d’un potentiel humain pouvant servir de main d’œuvre pour les activités agricoles, Existence des services d’encadrement, Existence de pressoirs motorisés d’huile de palme.;;110805;0930
632;1210;1108050931;Climat favorable à la pratique des activités pastorales, Existence de plusieurs rivières, de lacs et du fleuve NYONG et du fleuve KELLE, Existence d’étangs piscicoles, Existence de services d’encadrement, Spéculations pastorales diversifiées.;;110805;0931
633;1211;1108050640;Existence d’un centre médical d’arrondissement, Existence de plusieurs formations sanitaires publiques et privées, Organisation des campagnes de vaccination et de dépistage.;;110805;0640
634;1212;1108050415;Existence d’une délégation d’arrondissement d’agriculture, Existence de plusieurs écoles primaires et maternelles publiques et privées.;;110805;0415
635;1213;1108050832;Présence d’un d’adduction d’eau CDE, Présence de plusieurs forages et puits aménagés, Existence de plusieurs sources aménagés et non aménagés,;;110805;0832
636;1214;1108050832;Présence du réseau ENEO de distribution d’énergie électrique, existence de plusieurs cours d’eau et de plusieurs chutes.;;110805;0832
637;1215;1108050837;Fort potentiel Domanial et foncier.;;110805;0837
638;1216;1108050838;Existence d’infrastructures administratives, commerciales, de transports, d’hébergement, de loisirs etc. Réseau routier urbain régulièrement aménagé et en en extension Habitat majoritairement en matériaux définitifs;;110805;0838
639;1217;1108050033;"Climat favorable au développement de l’agroforesterie, Existence d’un potentiel forestier dans la commune, Existence de réserves forestières. 
Existence de d’un poste forestier chargé de règlementer l’exploitation faunique, Existence d’une faune diversifiée.";;110805;0033
640;1218;1108050307;"Présence dans la commune de plusieurs structures des services Déconcentrés de l’Etat qui peuvent être sollicités pour un appui technique à la réalisation des projets de développement, Présence des services de sécurité chargés de maintien de l’ordre dans la commune, Existence des divisions administratives de l’espace géographique communal en villages et quartiers avec à la tête de chaque division une autorité traditionnelle (chefferie de 2eme, 3eme et de quartiers) .
Existence des centres d’état civil.";;110805;0307
641;1219;1108050742;Existence d’un centre social, Existence des personnes socialement vulnérables (PSV) formées, organisées, entreprenantes et dynamiques.;;110805;0742
642;1220;1108050243;Présence d’une délégation d’arrondissement de la promotion de la femme et de la famille, Potentiel élevé des femmes et des jeunes filles dans la commune,Présence de plusieurs associations féminines dans la commune.;;110805;0243
643;1221;1108050516;Présence de quelques infrastructures de sport et de l’éducation physique.;;110805;0516
644;1222;1108050426;Potentiel des jeunes très élevés dans la commune, Existence de diverses organisations / associations des jeunes, Existence d’une antenne du Conseil de la jeunesse, Existence d’une délégation d’arrondissement de la jeunesse et l’éducation civique, Existence d’un centre multifonctionnel de promotion des jeunes.;;110805;0426
645;1223;1108050846;Présence de quelques moyens de transport (car, moto taxi, train), Présence de trois garesferroviaires, Présence d’une gare routière.;;110805;0846
646;1224;1108050939;Diversification des activités économiques.;;110805;0939
647;1225;1108050735;Présence de 02 structures de formation professionnelle (SAR/SM,centre multifonctionnel de promotion des jeunes) dans la commune, Existence des ressources naturelles qui peuvent servir de source de création d’emploi.;;110805;0735
648;1226;1108050419;Conditions naturelles favorables à la réalisation des expérimentations de recherche. Existence de plusieurs domaines d’activité sur lesquelles la recherche peut -être orientée.;;110805;0419
649;1227;1108050523;Présence des sites touristiques, Existence de plusieurs danses traditionnelles, Commune accessible par voiture comme par train.;;110805;0523
650;1228;1108050514;Existence d’un patrimoine culturel diversifié (plusieurs communautés vivent dans l’espace communal).;;110805;0514
651;1229;1108050829;Existence des sites de ressources naturelles exploitables (carrières de sable, latérite).;;110805;0829
652;1230;1108050921;Présence des hangars de marchés, Existence des détaillants de toutes sortes de produits de consommation, Fort potentiel des consommateurs dans la commune.;;110805;0921
653;1231;1108050741;Existence d’un fort potentiel de travailleurs dans le secteur informel.;;110805;0741
654;1232;1108050545;Couverture de la commune par les opérateurs de téléphonie mobile MTN et ORANGE.;;110805;0545
655;1233;1108050517;Journal communal en création, Réception des signaux de plusieurs radios et télévision.;;110805;0517
656;1234;1802060921;"Proximité du Chef-lieu de la Région du Sud (Ebolowa est à 50 Km) ; 
Existence des forêts de production (UFA) et Vente de Coupe avec comme retombée la Redevance Forestière Annuelle (RFA)
Existence du réseau de communication téléphonique par endroits.  ";"Jeune population dynamique;
Marché disponible.";180206;0921
657;1235;1802060930;"Présence de la forêt, avec possibilité de pratique de l’agriculture et de valorisation des ressources forestières ;  
Disponibilité des terres fertiles pour l’agriculture ;
Existence des forêts de production (UFA) et Vente de Coupe avec comme retombée la Redevance Forestière Annuelle (RFA);
Populations dynamiques et innovantes.  ";"Terres fertiles;
Population jeunes.";180206;0930
658;1236;1802060545;"Dense réseau hydrographique ;
Existence du réseau de communication téléphonique par endroits.  ";"Point d'eau;
réseau par endroits.";180206;0545
659;1237;1802060931;"Dense réseau hydrographique ;
Dégageant des zones propices à la pratique de la pisciculture ; 
Populations dynamiques et innovantes.  ";Dense réseau hydrographique.;180206;0931
660;1238;1802060307;Cadre réglementaire et législatif favorable (Lois et Actes sur la décentralisation).;;180206;0307
661;1239;1401120930;"Conditions climatiques favorables propices aux cultures maraichères et aux cultures de rente.
Existence d’une DDER, d’une DAADER et de 02 postes agricoles assurant l’encadrement des agriculteurs dans toute la Commune.
Existence des appuis des activités des populations par les programmes (PNVRA, du PADPR, ACEFA).
Présence de plusieurs organisations paysannes (UCAL, COOPLAM, SOCOAPCAM) qui facilitent les cultures de rentes dans la Commune.
La quasi-totalité de la population pratique l’agriculture.
Existence des GIC Agricoles.
Existence de magasins de stockage DDADER et UCAL.
";;140112;0930
662;1240;1401120931;"Présence d’une DDEPIA et d’une DAEPIA.
Existence des GIC.
Élevage (Bovins, Porcins, Ovins, Volailles, Caprinsect…).
Existence de 05 fermes avicoles (SACES SARL et AGOFACK Régis à Ediakap Matango, CHENTOU André à Ekanté- Palmier).
Existence d’un Centre Zootechnique de Contrôle Sanitaire et Vétérinaire (CZCSV).
Existence d’un Centre Zootechnique et Vétérinaire (CZV).
Existence des campagnes de vaccination des bêtes.
Existence des campagnes de sensibilisation contre la rage.
Encadrement des GICs et Coopératives.
";;140112;0931
663;1241;1401120640;"Bonne connaissance de la maladie, des voies de contraction et des moyens de préservation.
Présence de plusieurs formations sanitaires.
Organisation des campagnes de sensibilisation dans les lieux publics.
Organisation des campagnes de dépistages gratuits.
Vente de matériel de préservation contre les IST sida (préservatifs).
";;140112;0640
664;1242;1401120836;"Existence d’une DDTP.
Existence d’un réseau routier composé des voies d’accès (Nationale N0 5 et Route Départementale d’Ediakap), de la voirie structurante primaire, de la voirie structurante secondaire, de la voirie tertiaire et des voies de désenclavement des périphéries.
Prévention routière.
Décernement des titres de transport, licence et cartes grise.
Délivrance des attestations de distance pour les fonctionnaires affectés.
Services de météorologie.
Organisation des sessions d’examen de permis de conduire.
";;140112;0836
665;1243;1401120514;"Existence des lieux de cultes chrétiens, musulmans et animistes.
Existence de nombreux foyers culturels.
Existence d'un Musée Communal.";;140112;0514
666;1244;1401120243;"Existence d’une DDPROFF.
Existence de plusieurs associations féminines non formelles exerçant dans les tontines, l’agriculture et l’élevage.
Existence des veuves non constituées en association.
Existence d’un réseau d’associations des femmes (RAFA NBA2).
Existence de femmes formées en activités génératrices de revenus (AGR).
Existence des GIC féminins.
Existence de crèches et Halles garderies non formalisées ou règlementaires.";;140112;0243
667;1245;1401120742;"Présence d’un grand nombre de personnes ayant besoin de l’assistance sociale. 
Ce sont : les filles-mères, les handicapés moteurs, les non-voyants, les orphelins, les enfants sans actes de naissance, les grands malades et les déplacés internes.";;140112;0742
668;1246;1401120523;"Existence d’un Office de Tourisme créé par délibération municipale.
Existence de 03 Hôtels.
Existence de 05 auberges.
Existence de quelques petits restaurants, bars et snacks. ";;140112;0523
669;1247;1401120033;"Existence projets et programmes tels que :
Programme de transformation, valorisation des ressources ligneuses et non ligneuses.
Promotion des essences et commercialisation du bois.
Promotion de l’intensification du bois.
Développement de la filière bois et énergie.
Développement de la filière PFNL (bita-cola, djanssan, mango-bush, rotin). ";;140112;0033
670;1248;1401120028;"Existence des zones de forêts ou de végétations pouvant être conservées et aménagées à des fins esthétiques, ludiques, touristiques ou écologiques.
Existence des séances de sensibilisation contre la divagation des bêtes.";;140112;0028
671;1249;1401120838;"Existence du POS, du PDU et du Contrat de Ville.
Présence d’une population urbaine environ 57 745 habitants.
Forte densité de la population (environ 861,86 hbts/km²).
Existence de nombreuses constructions modernes.
Investissement de l’élite dans la construction de maisons.
Existence de 03 stations service.
Habitat regroupé.
Existence de quelques kilomètres de voiries revêtues. ";;140112;0838
672;1250;1401120837;"Existence du POS, du PDU et du Contrat de Ville.
Existence des terres du domaine national dans les forêts ou sur les sommets et versants non exploités à des fins agricoles… .
Existence des terres exploitées par les collectivités coutumières ou domaine national de 1ère catégorie. 
Ce sont les champs de cultures, les jachères récentes ou anciennes…
Existence des terres du domaine privé de l’Etat.
Existence des terres du domaine privé des particuliers.";;140112;0837
673;1251;1401120419;"Existence des plantes médicinales variées.
Utilisation des foyers améliorés.
Utilisation des engrais, des intrants agricoles et des semences améliorées.
Existence des bêtes de race dans certaines fermes.
Utilisation des fientes.
Proximité avec la station IRAD de Mbouroukou. ";;140112;0419
674;1252;1401120921;"Existence des terres pour la construction d’un abattoir municipal.
Existence des terres pour la création d’une gare routière.
Les marchés spontanés de rue dans les carrefours le soir tels que tels que le Carrefour Bansoa, le Carrefour Lélé, Carrefour Stade Municipal… .
Le Carrefour Lélé à l’axe lourd tient lieu de gare routière. ";;140112;0921
675;1253;1401120426;"Existence d’une Délégation d’Arrondissement de la Jeunesse et Education Civique.
Existence de plusieurs projets et programmes : 
PAJER-U (Programme d’Appui à la Jeunesse Rurale et Urbaine).
FONIJ (Fonds National d’Insertion des Jeunes).
PIFMAS (Programme d’Insertion du jeune sur la Fabrication du Matériel Sportif).
PAR-JEDI (Programme d’Appui au Retour et  l’insertion des Jeunes de la Diaspora).
PTS (Programme Triennal Jeune).
ONJ (Observatoire National de la Jeunesse). ";;140112;0426
676;1254;1401120516;"Parmi les équipements sportifs, on cite :
Le stade municipal de Bonangoh assez délabré
Le stade de football, la piste d’athlétisme et les aires de petits jeux du Lycée Manengouba en très mauvais état.
Le gymnase vétuste et délabré du Lycée Manengouba.
Le terrain de foot de la Mission Catholique de Ndogma-Mbeng.
Le terrain de basket délabré et terrain de foot complètement raviné de l’ENIEG.
Quelques aires de jeux improvisées à aménager dans certains établissements scolaires... ";;140112;0516
677;1255;1401120939;"Existence de plus d’une vingtaine d’huileries artisanales pour la transformation de l’huile de palme et ses dérivés.
Existence des produits de médecine traditionnelle (jus d’écorce de l’Akouk, le jus de l’écorce de l’avocatier, etc.) fabriqués par les tradipraticiens.
Existence de plusieurs corps de métiers.
Existence de plusieurs projets et programmes tels que : 
L’organisation de la journée nationale des PME.
L’organisation du comice agropastoral et artisanal du Moungo. 
Les campagnes de sensibilisation pour que les professionnels du secteur du MINPMEESA aient une idée claire de leur tutelle.
Projet d’Appui aux Entreprises de Transformation des Produits Agro-Alimentaires.";;140112;0939
678;1256;1401120829;"Existence d’une exploitation artisanale et informelle de deux carrières de pierres dont l’une à Ekanté village et l’autre à Ediakap sur le cours d’eau Lèmbwé.
Existence de quelques usines à café/cacao, de petites unités industrielles agroalimentaires ; deux imprimeries et deux menuiseries semi-industrielles de prétransformation du bois, dont l’une est au carrefour le Roi et l’autre située près de l’agence d’Express Union de Lélé. ";;140112;0829
679;1257;1401120846;"Prévention routière.
Décerner les titres de transport licence et cartes grise.
Délivrance des attestations de distance pour les fonctionnaires affectés.
Services de météorologie.
Organisation des sessions d’examen de permis de conduire.
Existence des cars de ramassage et des moto-taxis. ";;140112;0846
680;1258;1401120545;"Existence du service de poste.
Offre d’épargne et transfert d’argent au niveau national/international avec des partenaires internationaux (MONEYGRAM, Western Union, DHL).
Existence de CAMTEL.
Existence d’un réseau de téléphone fixe assuré par le concessionnaire CAMTEL qui dispose à cet effet de deux antennes pour le relais de communication dont une à Ekangté CRTV.
Existence de quatre opérateurs CAMTEL, MTN Cameroun, ORANGE Cameroun, et NEXTTEL.
Existence de la Station Radio Manengoumba à Ekangté CRTV.
Existence de plusieurs câbloopérateurs qui distribuent les images par télévision.";;140112;0545
681;1259;1401120517;"Existence de la Station Radio Manengoumba à Ekangté CRTV.
Existence de plusieurs câbloopérateurs qui distribuent les images par télévision.
";;140112;0517
