Enr;UnitePaysage;ID_PUGE;IDZone;Utilisation;Potentialite;Utilisateur;Probleme;Causes;Consequences;Solutions
724;Bassin de production agricole;823;170403;"Extraction du sable
Pratique de leagriculture";"Presence des indices de sables : Famla II Sedembom, Bangang Fondji Palmeraie
Presence des indices de pierres granitiques : FOMAYUM, BANGANG FONDJI, PALMERAIE, FAMLA II...
01 source permanente e FAMLA II dont leamenagement favoriserait lealimentation de FAMLA II et la Palmeraie en eau potable
Relief touristique de Sedembom, Palmeraie et Famla II pouvant favoriser le developpement du tourisme des montagnes
Presence des especes forestieres (karite)";;"Presence des grands vents
erosion des sols du fait de la disposition des billons dans le sens de la pente
Forte presence du grand froid
Difficulte deacces dans ces bassins versant du fait du relief tres accidente";"Presence de tres fortes pentes (des collines et montagnes)
Sources permanentes : vers FONEGOM, FAMLA II...
Zones de peturage
Presence des vents violents
Presence des roches basaltiques
Sols sablonneux
Sols ferrallitiques (- Savane herbacee et arboree";;"Mise en place des brise-vents
Construction des haies vives
Pratiquer les cultures en courbe de niveau"
725;Bas-fond;824;170403;"Zone de pratique de leagriculture de contre saison
Zone de pratique de leagriculture maraechere (tomate chou, ) : cas de MVU, NDENG, FAMLA II";"Zone propice e leagriculture de contre-saison
Presence des raphias pour la retention de leeau
Forte production vivriere et maraechere
Possibilite deirriguer les cultures du fait de la proximite de certains de ces bas-fonds du fleuve Noun et de ses affluents";;"Zones des inondations en periode de fortes pluies (Rive du Noun de la Palmeraie sur 6 km)
Faible mise en valeur des bas-fonds
Destruction des raphias dans les bas- fonds (NDENG, KAFAM)
Pollution des bas-fonds due au depet des residus de pesticides et fongicides venus de leamont
Pistes agricoles non- amenagees";"Zones /sols hydromorphe(s)
Zones marecageuses comme e Mvu, Pameraie,
Sols noirs alluvionnaires
Presence des forets de raphias (KAFAM, SEDEMBOM, FANTUM, MVEULE, FONEGOM)";;"Realisation de une etude de faisabilite en vue de leamenagement des bas-fonds
Organisation de 02 campagnes de sensibilisation des populations sur la necessite de proteger les raphias dans les bas-fonds
Organisation de 02 campagnes de sensibilisation des agriculteurs sur les consequences nefastes de la mauvaise utilisation des pesticides et fongicides
Mettre en place des comites deentretien des routes et dynamiser les comites deentretien routier existants"
726;Foret;825;170403;"Lieux de cultes animistes
Lieux de collecte des produits forestiers non ligneux
Lieux deexploitation des produits forestiers ligneux
Zones de chasse du gros gibier";"Presence des produits forestiers non-ligneux
Presence des produits forestiers ligneux";;"Pratique du braconnage dans ces forets
Pratique des feux de brousse
Especes vegetales et fauniques non-inventoriees";"Forets sacres presents dans tous les villages de la commune (ces forets sacrees sont parfois situees autour de la chefferie) : SEDEMBOM, DJIKO, POU DJEBEM, FANTUM, FOMAYUM, BANGANG FONDJI, MOUTCHA .
elots de forets naturelles situes e Fomayum (02 hectares), e la plaine de BANGANG FONDJI (05 hectares) , e la PALMERAIE au lieu dit e Pimede e (03 hectares)";;"Organisation de 02 campagnes de sensibilisation des chasseurs sur le respect de la reglementation en matiere de chasse
Mise en place des layons dans ces forets
Inventaire des especes fauniques et floristiques"
14;Zones de peturage  ;231;170502;"Construction des abreuvoirs 
Peturage";"01 Delegation deArrondissement pour leelevage, Peche et Industries Animales (DAEPIA) et 01 Centre Zootechnique de Contrele 
Sanitaire et Veterinaire (CZ CSV)
 Presence des peturages et abreuvoirs 
 Existence des systemes deelevage de bovin, ovin, porcin, caprin et volaille";;"Insuffisance de peturage 
Conflits agropastoraux
Absence de marche e betail, de chevres et autres produits de leelevage (porcs , poulets, etc.) 
 Insuffisance deingredients dans les depets dealiments deelevage de la ville.
 Maladie (peste porcine) endemique qui decourage les jeunes eleveurs
 Divagation des betes (chevres et porcs) dans leespace urbain";;;" Delimitation des espaces agricoles et deelevage 
Amenagement des nouveaux peturages 
 Creation des points de vente du betail"
15;Zone de polyculture;230;170502;"Production Des Cultures Principales Suivantes  : maes, haricot, pomme de terre, chou, patate, macabo, igname, palmier e huile, manioc, 
maraichers, cacao et cafe";" Disponibilite des terres pour extension des exploitations
Terres fertiles
Presence des SDE (DAADER et 06 postes agricoles)";;"Faible capital deinvestissement
Baisse de la fertilite et epuisement des sols
erosion des sols
Conflits agro-pastoraux
Feux de brousse
Faible maetrise des bonnes techniques culturales de production
Faible niveau de mecanisation
Mauvais etat des routes et pistes";;;"Disposer  au  niveau communal  deune reglementation formelle quant  e  leusage  et  la proprete des bas-fonds
  Proceder  e leamenagement  pour une  exploitation continue
  Formation  des maraichers
  Amenagement  des voies  deacces  aux carrieres"
222;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;232;170502;"Cultures vivrieres 
Cultures maraecheres
Culture perennes
Exploitation  des PFNL et fauniques (chasse)";Possibilite de creation des forets communautaires et communales;;"Deboisement 
Exploitation illegale de la faune
Feux de brousse et du bois de chauffe
Non maetrise des techniques ameliorees de production";;;" Mise en place des comites de vigilance contre leexploitation illegale de la faune et du bois de chauffe
 Mise en place des forets communales
Sensibilisation contre les feux de brousse"
223;Zone d'habitation (Rurale, Urbain, ...);233;170502;" Construction des habitations et edifices publics
 Agriculture
Petit elevage";"Disponibilite des terres pour la construction 
Accessibilite aux terrains aisee";;"Habitats en materiaux provisoires et construction anarchique
 Divagation des betes
Conflits agropastoraux
Pas de dechargemunicipale ni de cimetiere
Absence de gare routiere
Insuffisance deassainissement de la ville";;;"Creation des points de decharge des ordures et deun cimetiere
elaboration des documents de planification (POS, PSU)
Vulgarisation du materiel durable de construction
 Construction deune gare routiere
Amelioration de leassainissement de la ville"
224;Zones protegees;234;170502;"Exploitation miniere 
Agriculture";Zones e potentiel eleve des ressources minieres (pierres et sable);;"Potentiel non connu et exploite anarchiquement
site deextraction enclave
 Technique deexploitation e impacts negatifs sur leenvironnement";;;Amenagement des voies deacces  et sites deexploitation  des ressources minieres
568;Zone d'habitation (Rurale, Urbain, ...);660;170503;"Construction des habitations et edifices publics.
Agriculture de petite echelle autour des concessions.
Petit elevage sur enclos et/ou en divagation.";"Delimitation des habitations et parcelles des cultures par des haies vives.
Diversite deespeces vegetales dans les haies vives.";;"Habitats en materiaux provisoires et construits anarchiquement.
Faible superficie de culture.
Insuffisance de plan de construction.
Conflits fonciers.
Pas de decharge municipale ni de cimetiere.
Faible conditions dehygiene et salubrite.
Deplacement difficile des biens et des personnes.";;"Localiser dans les plateaux, flancs et sommets de montagne.
Habitats disperses.
Mise des cultures autour des habitations.";"Delimitation des parcelles par des haies vives.
Recyclage des dechets de cuisine et autre dans les parcelles aux alentours des maisons.
Elaborer les documents de planification (POS, PSU).
Vulgariser le materiel durable de construction."
569;Zone de polyculture;661;170503;Production de cultures vivrieres et maraicheres e cete du cafe arabica et du the comme culture de rente.;Terres de fertilite moyenne dans la zone Nord (Ndzii).;;"Les sols ferrugineux sont peu evolues et peu profonds (<45cm), avec une valeur agricole tres faible .
Les sols hydromorphes, sont sensibles aux inondations en saisons de pluies.
Relief accidente dans la zone de haute altitude.
Erosion des terres.
Baisse de la fertilite en general et epuisement des sols dans la partie Sud (zone du lycee technique de Nkong-zem).
Rarete des terres pour la production (zone de Bafou centre et Sud).
Acces difficile aux bassins de production.
Conflits agro-pastoraux.
Deboisement.
Mauvaise pratique agricole (ecobuage, billons dans le sens de la pente).";;"Zones de colline/Montagne et bas fond.
Sols ferrugineux tropicaux sur pentes des collines dans la partie nord de la commune.
Sols hydromorphes et argileux aux abords des cours deeau dans les bas-fonds.";"Confection des billons avant semis.
Fertilisation minerale.
Mise en jachere de tres courte duree de certaines.
Convergences vers les bas fonds (zones deaccumulation de sediments issus de leerosion) en saison seche.
Mise en place des journees deentretien de routes.
Former les producteurs aux techniques de gestion durable des terres.
Ouvrir et/ou rehabiliter les routes rurales dans la Commune."
561;Sable;653;170504;"Construction/ commercialisation.
Population, entreprise de BTP.
Population, Commune.";Important, presence de plusieurs carrieres sable fin et gros grain.;"Creation des carrieres.
Commercialisation.";"Exploitation artisanale, inondation des marecages.
Absence de route appropriee, relief accidente.
Conflits deexploitants.
Manque de materiel adequat.";;"Outillage rudimentaire.
Techniques artisanales.";"Amenagement des voies deacces vers les carrieres.
Renforcement des capacites des exploitants et appui en materiels et outils de travail.
Creation de nouvelles carrieres."
562;Savane ;654;170504;"Peturages.
Agriculture (cultures vivrieres)
Collecte des produits non ligneux.
Ramassage du bois de chauffage.
Coupe du bois deeuvre.
Collecte des plantes medicinales.";"Vastes superficies.
Sols fertiles.
Sapin et eucalyptus (bois deeuvre)
Produits forestiers non ligneux.";"Contrele par : Chefs de villages,MINFOF,MINEPDED / Amenagement des espaces de villegiature.
Agriculture intensive.";"Enclavement.
Sous exploitation.
Relief accidente.
Faible mise en valeur.
Feux de brousse.";;"Materiel artisanal.
Techniques traditionnelles.";"Limitation des feux de brousse.
Formation des agriculteurs en techniques modernes.
Amenagement des pistes de randonnee."
563;Marecage;655;170504;"Pratique de leagriculture.
Culture maraichere (tomate, gombo, piment, e)
Creation des etangs.
Exploitation du sable.";"Vastes autour des principales rivieres.
Bambou de raphia, bambou de chine.
Sols fertiles.";Contrele par : Commune Population / Vulgarisation de la pisciculture et des cultures maraicheres.;"Enclavement, difficulte deacces.
Difficulte deevacuation des produits agricoles.
Inondations en saison de pluie.
Biotope des reptiles.";;Materiel rudimentaire et utilisation artisanale.;"Renforcement des capacites des communautes e la preservation des zones marecageuse.
Amenagement des voies deacces.
Interdiction des constructions en zones marecageuses."
564;Cours d'eau / Rivieres ;656;170504;"Peche, extraction du sable, consommation, utilisation menagere.
Abreuvage.
Arrosage, loisirs / Population.";"Plus de 70 cours deeau.
Debit regulier en saison de pluies.
Poisson, sable.";"Contrele par : 
MINEPIA,MINEE,MINEPDED.
Commune
Chefs
Populations / Loisir et tourisme.";"Menace de la disparition des poissons, baisse de debit des cours deeaux en saison seche.
Inondation des champs en saison de pluies.
pollution.";;Materiels et techniques de peche artisanaux et rudimentaire.;"Reglementation de leexploitation des cours deeau.
Sensibilisation sur la non pollution.
Sensibilisation sur la gestion durable des ressources en eau.
Amenagement des espaces de loisir."
565;Laterite;657;170504;Entretien routier / Population, entreprise de BTP et Commune.;Tres important.;"Contrele par :
Commune / Creation des carrieres.";Difficulte deexploitation, relief accidente.;;Materiel rudimentaire.;"Amenagement des voies deacces vers les carrieres.
Dotation du materiel aux exploitants."
566;Foret;658;170504;"Autres forets : Chasse, collecte PFNL et, exploitation des essences / MINFOF, MINEPDED, chercheurs, etat, population, Commune.
Forets sacrees : rites traditionnels pharmacopee / Inities et autorites traditionnelles.";"Forets sacrees.
Presence de la faune (petits rongeurs, herbivores sauvages, petit carnivores), arbres (eucalyptus, raphia, agrumes), Essences medicinales et Produits forestiers non ligneux.";"Contrele par : 
MINFOF,MINATD,MINEPDED
Commune
Chefs / Creation des forets communautaires.
Chefferie et autorites de cultes.
Preservation du patrimoine culturel.";"Chasse abusive, deforestation.
Disparition des essences forestieres et des plantes medicinales.
Feux de brousse.
Rarete des ressources fauniques.";;"Materiel rudimentaire (Fusils artisanaux)
Utilisation des de troneonneuses.
Savoirs ancestraux et traditionnels.";"Sensibilisation sur les dangers de leagriculture itinerante sur brulis, le braconnage, les feux de brousse, la coupe abusive du bois.
promotion du reboisement.
creation des comites locaux de gestions des forets.
Interdiction de la profanation.
Renforcer leinterdiction deacces."
567;Chutes;659;170504;Loisir, villegiature / Population.;"Zone de villegiature.
Site touristique.";Amenagement des sites touristiques.;Faible valorisation.;;;"Amenager les voies deacces.
Construction des gites deaccueil."
167;Zones d'habitation;175;170601;"Construction des habitations
Exploitations agrosylvopastorales
Infrastructures commerciales";"Architecture diversifiee
Existence des espaces vides e exploiter pour deautres constructions";"Proprietaires pour les espaces prives
Etat pour les autres espaces";"Obstruction des voies publiques avec certaines constructions
Non respect des normes du plan deurbanisation en zone urbaine
Insuffisance des voies deacces entre les habitations
Difficulte deacces dans certaines zones dehabitation";"Presence des maisons dehabitation avec un style de construction diversifie (moderne et traditionnel)
Presence deinfrastructures abritant les lieux de cultes, les services administratifs, les marches et autres equipements
Forte concentration des habitations
Presence des caveaux familiaux dans certaines concessions";;"Elaborer un plan deoccupation des sols e secteurs e qui sont les sous elements du PDU. Soit un PSU.
Creer des projets deembellissement de la commune
Construire un centre deepuration des dechets speciaux"
171;Savane ;179;170601;"Construction des habitations
Exploitations agrosylvopastorales
Infrastructures commerciales";Etendues relativement vastes devant servir pour la construction des habitations;"Proprietaires pour les espaces prives
Etat pour les autres espaces";"Sol lateritique et caillouteux tres pauvre pour la pratique deune agriculture urbaine rentable
Lessivage du sol par endroit par les eaux de ruissellement
Difficulte e exploiter les terrains pentus des zones de savane";En grande partie dominees par les habitations dans la peripherie urbaine;;"Construire des caniveaux en amont des pentes et les entretenir
Creer les zones deamenagements concertes (ZAC)
Construire les logements sociaux dans la commune"
173;Foret;181;170601;Conservation de la biodiversite;medicinaux;"MINFOF
Cour royale";"Insuffisante exploitation pour les plantes medicinales
Difficulte e developper une foresterie urbaine";"Foret mise en place par lehomme
Les forets sont quasi absentes dans leespace urbain
Forte presence de quelques especes sylvicoles mises en place par lehomme
Les essences plantees sont particulierement leEucalyptus, le Pinus et le prodocarpus
Existence deune foret sacree e la chefferie superieure.";;Envisager la mise en place deune foresterie urbaine
174;Ressource en eau;182;170601;Lieux de ravitaillement en eau pour les travaux domestiques en cas de rupture du ravitaillement de la CDE;Exploitation pour les cultures de contre saison;Libre;"Encombrement des lits des cours deeau par les ordures menageres
Certains riverains deversent les contenus de leur fosse sceptique dans les cours deeau
Pollution de leeau par les ordures et les dechets des industries cosmetiques et les SABC
Difficulte e assainir les lits des cours deeau";De petits ruisseaux de tres faible debit sillonnent leespace urbain de la commune;;"Organiser des seances de sensibilisation visant leassainissement des lits des cours deeau
Veiller e la mise en oeuvre des plans de gestion de leenvironnement (PGS) des structure fait des audits ou etudes deimpact environnemental"
178;Bas fond marecageux;186;170601;;Zone exploitable pour les cultures de contre saison;Proprietaires (par abus) car il seagit des zones sensibles protegees par leEtat;"Dessouchage des plants de raphias au profit des activites agricoles ou dela pisciculture
Difficulte e amenager certains bas fonds
Difficulte e proteger les ecosystemes dans les zones humides";"Existence des espaces marecageux et inondes en saison de pluie
Presence de quelques touffes de raphias";;"Replanter les especes adaptees dans les bas-fonds pour les viabiliser
et reconstituer leecosysteme
Construire un centre deepuration des dechets speciaux"
182;Zone d'eboulement multiple;190;170601;"Construction des habitations
Exploitations agrosylvopastorales";Assez repandues dans la zone urbaine;"roprietaires pour les espaces prives
Etat pour les autres espaces";"Glissement de terrain
Affaissement de la voie publique e certains endroits
Difficulte dey construire des habitations
Eboulement de terrain cause en aval par leabsence des canaux deevacuation des eaux de pluie et des exutoires
Difficulte e stabiliser les terres dans certaines zones dehabitation sujettes aux eboulements";"Presence de fortes pentes notamment dans la partie de Bamendzi localisee dans leespace urbain (contrebas) du stade municipal
Glissement de terrain tres accentue en saison des pluies avec menace sur les habitations e Banefo et Houkaha
Zone dehabitation abandonnee du fait de leeffondrement";;"Envisager une strategie de stabilisation des sols des zones pentues
Planter des arbres pour proteger les zones sensibles de la commune (zones de fortes pentes ou deeboulement)"
84;Zone d'habitation (Rurale, Urbain, ...);88;170602;"Construction  des habitations  et edifices publics
Agriculture  de petite  echelle autour  des concessions
Petit  elevage  sur enclos  et/ou  en divagation";Disponibilite  des terres  pour  la construction;Tous  les villages  dans  la commune ;"Habitats  en materiaux  provisoires et  construites anarchiquement
Insuffisance  de  plan de construction
Conflits fonciers
Pas  de  decharge municipale  ni  de cimetiere
Gares  routieres  non construites
Destruction  des habitations et edifices par des vents violents
Inondation  de certaines  zones dehabitations  (zones de basse altitude)
Faible  conditions dehygienes  et salubrite
Deplacement difficile des  biens  et  des personnes";"Localiser  dans  les plateaux,  flancs  et sommets de montagne 
Habitats  groupes  et lineaires  (le  long  des voies)  en  zone  urbaine, dans  les  villages groupements  quelques regroupement  observes autour des carrefours";;"solutions endogenes:
Mise  en  place  et curage  temporaire des rigoles
Mise en place des edifices  vers  les zones  e  faible niveau deengorgement dans  le  centre urbain 
Utilisation  de  la laterite  pour  la fabrication  du materiau  de construction
solutions exogenes:
Elaborer  les  documents de  planification  (POS, PSU)
Vulgariser  le  materiel durable de construction
Mise  en  place  des brises  vents  autour  des edifices et habitations
Realiser  les  travaux deassainissement  (avec un  accent  sur  le drainage) dans les zones inondables  de  la Commune
Encourager  la  mise  en place des etablissements humains  vers  les  zones non inondables"
85;Zones minieres ;89;170602;Exploitation miniere (sable,  pierres, graviers,  moellons et laterite);"Zones  e  potentiel eleve  en  sable  de qualite  appreciee  et fortement sollicite
Presence  de plusieurs  gisements de pierres et laterite";Lafe  I,  Ngonle, Takouche, Bapi, Doupe ;"Enclavement  des sites  deextraction (Voies  et  sites  non amenages)
Potentiel non connu 
Exploitation anarchique";"Zones  de colline/montagne,  et  de bassins  versants  pour les  pierres,  graviers  et laterites 
Dans  les  cours  deeau pour le sable";;"solutions endogenes:
Ouverture  et entretien  des  sites et  voies  deacces par  les  exploitants de carrieres
solutions exogenes:
Amenager  les  voies  et sites  deexploitation  des ressources minieres
Realiser  les  etudes deexploration  du  potentiel minier  du  sol  et  sous-sol de la commune
Mettre  en  place  une plate-forme  de concertation  entre  la Commune  et  les exploitants de carrieres et reglementer  leexploitation des  ressources  minieres de la Commune
"
86;Savane ;90;170602;"Construction  des habitations
Exploitations  agro sylvo pastorales
Infrastructures commerciales";Etendues relativement vastes devant  servir  pour la  construction  des habitations;En  grande partie  dominees par  les habitations dans  la peripherie urbaine;"Sol  lateritique  et caillouteux  tres pauvre  pour  la pratique  deune agriculture  urbaine rentable
Lessivage du sol par endroit  par  les  eaux de ruissellement
Difficulte  e  exploiter les  terrains  pentus des zones de savane";;;"solutions exogenes:
Construire  des caniveaux en amont des pentes et les entretenir
Creer  les  zones deamenagements concertes (ZAC)
Construire   les logements  sociaux  dans la commune"
87;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;91;170602;"Ombrage
Conservation de la biodiversite
Zone  de  recherche de  bois  de  chauffe et deeuvre";Presence  de quelques  plants medicinaux;Ngonle,  Bapi, Baleng,  Banefo Mifi, Bandeng ;"Insuffisante exploitation  pour  les plantes medicinales
Difficulte  e developper  une foresterie urbaine
Coupe  anarchique dans la reserve";"Foret mise en place par lehomme
Les  forets  sont  quasi absentes  dans  leespace urbain
Forte  presence  de quelques  especes sylvicoles  mises  en place par lehomme 
Les  essences  plantees sont  particulierement leEucalyptus,  le  Pinus  et le prodocarpus 
Existence  deune  foret sacree  dans  chaque chefferie  superieure (Baleng,  Bapi  et Bandeng).
Existence de la reserve forestiere  de  Baleng  e Ngonle ";;"solutions endogenes:
Quelques  essais de plantation
solutions exogenes:
Envisager  la  mise  en place  deune  foresterie urbaine
Construire  un  check point  forestier  e  leentree de  la  reserve  forestiere Baleng
Retrocession  de  la gestion de la reserve e la commune "
88;Cours deeau;92;170602;Lieux  de ravitaillement  en eau  pour  les travaux domestiques  en cas  de  rupture  du ravitaillement  de  la CDE;"Reseau hydrographique important
Exploitation  pour les  cultures  de contre saison";;"Encombrement  des lits  des  cours  deeau par  les  ordures menageres
Certains  riverains deversent  les contenus  de  leur fosse  sceptique  dans les cours deeau
Pollution de leeau par les  ordures  et  les dechets  des industries cosmetiques   et  les SABC 
Difficulte  e  assainir les  lits  des  cours deeau";De  petits  ruisseaux  de tres  faible  debit sillonnent  leespace urbain de la commune;;"solutions exogenes:
Organiser  des  seances de  sensibilisation  visant leassainissement  des  lits des cours deeau
Veiller  e  la  mise  en euvre  des  plans  de gestion  de leenvironnement  (PGS) des  structure  fait  des audits  ou  etudes 
deimpact environnemental"
89;Zone d'eboulement multiple;93;170602;"Construction  des habitations
Exploitations  agro sylvo pastorales";;Tougang  III, Tougang ville A;"Glissement  de terrain 
Affaissement  de  la voie  publique  e certains endroits 
Difficulte  dey construire  des habitations
Eboulement  de terrain cause en  aval par  leabsence  des canaux  deevacuation des  eaux  de  pluie  et des exutoires
Difficulte  e  stabiliser les  terres  dans certaines  zones dehabitation  sujettes aux eboulements";"Presence  de  02  zones deeboulement e Tougang 3 et Tougang ville A
Zone  dehabitation abandonnee  du  fait  de leeffondrement ";;"Solutions endogenes
Proprietaires  pour les espaces prives 
Etat  pour  les autres espaces
Solutions exogenes
Envisager  une  strategie de  stabilisation  des  sols des zones pentues
Planter  des  arbres  pour proteger  les  zones sensibles  de  la commune  (zones  de fortes  pentes  ou deeboulement)"
90;Zones agricoles   ;94;170602;Production des cultures vivrieres (manioc, macabo, taro, etc.) et perennes (Cafe palmier e huile et maraicheres;"Disponibilite des terres pour extension des exploitations dans la zone de basse et moyenne altitude
Terres de fertilite moyenne dans la zone de moyenne et basse altitude
Pratiques courantes de leagroforesterie
Relief  favorable  e la  mecanisation pour  la  zone  de basse  altitude(zone de plaine)";Villages de la commune en zone rurale;"Relief accidente dans la zone  de haute altitude
Erosion des terres
Glissement des terres
Inondation dans la zone de basse altitude
Baisse  de  la  fertilite et  epuisement  des sols
Faible  capital deinvestissement
Conflits  agropastoraux
Acces  difficile  aux bassins  de production
Deboisement 
Presence  des  sols rocailleux 
Mauvaise  pratique agricole  (ecobuage, billons  dans  le  sens de la pente)
Non  maitrise  des itineraires  techniques de  production  (choix des  cultures  et periode de semis)";"Pratiquer dans des zones de colline/montagne bas fond, savane/plaine et foret
Sols de lateritiques e ferralitiques en zones de haute altitude, humiferes dans la zone  de moyenne altitude et hydromorphes en zone de basse altitude";;"Solutions endogenes
Pratique de la culture associee
Leapplication des residus et feces de porcs sur parcelle de culture e faible echelle
Pratique de la jachere simple
Solutions exogenes
Former les producteurs aux techniques de gestion durable des terres
Former  les  producteurs sur  le  choix  approprie des cultures e mettre sur les zones inondables
Realiser  une  evaluation du  climat  en  vue  de determiner  les  periodes de  semis des differentes cultures  pratiquees  dans 
la Commune
Ouvrir  et/ou  rehabiliter les routes rurales dans la Commune
Sensibiliser les eleveurs sur  la  necessite  de construire  les  enclos securises "
301;Lac;371;170603;;;;Difficulte e mettre en valeur  le  lac  existant  dans leespace communal ;Lac non amenager et mal entretenu ;;Amenager, entretenir et rendre touristique le lac de Kouabang II 
54;Zone d'habitation (Rurale, Urbain, ...);57;170603;;;;Difficulte deacces e la zone dehabitat en milieu urbain  ;"Espace reduit en zone urbaine pour la construction des immeubles ou autres infrastructures 
Non maetrise par les populations du plan sommaire deurbanisation existant  
Relief tres accidente par endroit en zone urbaine ";;"Viabiliser les lotissements dans la peripherie urbaine. 
Actualiser, vulgariser et mettre en application le Plan Sommaire deurbanisation de la commune"
55;Savane ;58;170603;;;;Difficulte e gerer leespace dans la zone de savane  ;"Les limites et la situation des proprietes foncieres sont mal connues 
La reglementation fonciere en vigueur est mal connue des populations 
Chevauchement entre la loi coutumiere et la legislation en vigueur pour ce qui concerne le foncier 
Absence deun plan deoccupation des sols 
Pauvrete des sols dans les zones de production agricole";;"elaborer et mettre en application un plan deoccupation de sol 
Sensibiliser et eduquer les populations sur le mecanisme deimmatriculation de leurs proprietes 
Delimiter et materialiser les zones deagriculture et les zones de peturage 
Ameliorer la fertilite des sols avec la pratique de leagro foresterie et leusage du compost dans leespace geographique "
56;Ressource en eau;59;170603;;;;Difficulte pour les populations e bien gerer la ressource en eau disponible e certains endroits dans leur environnement  ;"Depet deordures menageres dans les lits de cours deeaux 
Les tuyaux de vidanges des latrines de certains domiciles dans la ville sont orientes dans les cours deeaux 
Pollution de leenvironnement par les dechets de certaines industries";;"Drainer le lit des cours deeau 
Sensibiliser les populations e ne plus jeter les ordures menageres dans les cours deeaux 
Identifier et sanctionner tous ceux qui orientent les tuyaux deevacuation de leur latrine dans les cours deeaux. 
Creer des amandes pour toutes les industries qui deversent les dechets dans les cours deeau "
57;Bas fond marecageux;60;170603;;;;Difficulte e proteger les ecosystemes dans les zones humides ;"Destruction des plants de raphias dans les bas fonds 
Amenagement non approprie des bas fonds existant ";;"Mettre en place un plan deamenagement des bas fonds marecageux 
Planter les raphias dans les bas fonds marecageux  "
58;Poches d'eboulement de terre;61;170603;;;;Difficulte e stabiliser les terres dans certaines zones dehabitation ;"Existence des fortes pentes en amont 
Absence des canaux construits pour leevacuation des eaux de pluie 
Obstruction des rigoles avec les ordures menageres  
Destabilisation du sol en aval des fortes pentes par les eaux de ruissellement, 
Absences deexutoires amenages en aval des fortes pentes";;"Sensibiliser les populations e evacuer les zones deeboulement  
Construire les canaux deevacuation des eaux de ruissellement en amont 
Construire les exutoires deeaux de ruissellement dans les zones deeboulement  
Mettre dans les zones deeboulement les plantes qui stabilisent le sol "
59;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;62;170603;;;;Difficulte e conserver les parcelles de foret existant;"Coupe anarchique des arbres e la recherche du bois de chauffe  
Pratique recurrente du feu de brousse ";;"Impliquer les populations dans la creation des forets communautaires dans les villages 
Introduire dans les essences e planter les arbres fruitiers et les plantes medicinales 
Sensibiliser les populations sur les mefaits du feu de brousse "
50;Savane ;105;170701;"Activites agricoles
Peturage";"Presence du bois de chauffage
Presence de la faune (mammiferes, oiseaux, rongeurs)
Sols fertiles";;"Menace par les feux de brousse
Surexploitation des sols
erosion
Perte de la biodiversite vegetale et animale";;;"Realisation des parefeux
Renforcement des capacites techniques des
Observation de la jachere
Amendement des solsagriculteurs sur les techniques de lutte antierosive
Creation aires protegees"
51;Foret plantee;104;170701;"Production du bois deeuvre et des poteaux electriques
Production du bois de chauffage";"Presence de nombreux Eucalyptus
Creation des microclimats";;"Menace par les feux de brousse
Perturbation du rythme saisonnier impactant sur la mise en terre des plants
Aridification des sols agricoles par les Eucalyptus
Non maetrise des techniques sylvicoles
Difficultes financieres";;;"Realisation des parefeux
Limitation de leexpansion de la plantation de leEucalyptus
Approvisionnement des populations en deautres especes ligneuses plus ecologiques
Delimitation des zones reservees e la plantation des Eucalyptus"
52;Foret secondaire;103;170701;"Exploitation du bois deeuvre
Exploitation du bois de chauffage
Pratique des activites agricoles
Recolte des plantes medicinales et des produits forestiers non ligneux (PFNL)";"Presence deune diversite deespeces ligneuses exploitables
Presence des produits forestiers non ligneux (Djansang, Bita cola, Fruits noirs)
Presence de plusieurs especes fauniques";;"Exploitation anarchique et illegale
Deboisement e des fins agricoles
Menace par les feux de brousse
Rarefaction de certaines especes floristiques";;;"Realisation des parefeux
Mise en place des comites de surveillance des forets
Reboisement des espaces forestiers 
Delimitation et materialisation des perimetres agricoles
Approvisionnement des populations en essences forestieres
Formation des populations dans les techniques sylvicoles
Creation des reserves forestieres"
53;Foret sacree;102;170701;"Pratique des rites traditionnels
Pratique des sacrifices
Lieux deinitiation
Recolte des produits de la pharmacopee traditionnelle
Ramassage du bois de chauffe";"Presence de plusieurs essences forestieres exploitables
Presence des produits forestiers non ligneux (PFNL)
Reservoir de la faune";;"Mauvais etat des voies deacces
Penetration reguliere par les feux de brousse
Empietement des limites par les populations";;;"Defrichement des voies deacces 
Realisation des parefeux 
Delimitation et materialisation des perimetres pour la securite autour des forets sacrees
Amenagement des voies deacces dans les forets sacrees"
98;Montagnes;106;170701;ecotourisme ;"Fraicheur du climat
Paysage pittoresque
Opportunite de pratique de leathletisme";;"Hostilite du milieu lie e la topographie
Zone e risque
Obstacle aux travaux routiers";;;"Viabilisation des zones de montagne
Organisation des competitions deathletisme"
99;Plateaux;107;170701;Installations humaines;Platitude du terrain;;"erosion des sols
Risque de mouvements de terrain";;;Reboisement des espaces
