NEnr;IDZoneIDCadre;ID_Probleme;IDProbleme;Probleme;IDZone;Archive;IDCadre;IDSource;_MiseAJour
3 651;1403040640;3945;140304PB3945;Acces insuffisant aux soins de sante.;140304;0;0640;0;
3 652;1403040832;3946;140304PB3946;"Difficulte deacces e leeau potable.
";140304;0;0832;0;
3 653;1403110741;3947;140311PB3947;Faible protection sociale des travailleurs.  ;140311;0;0741;0;
3 654;1403040930;3948;140304PB3948;"Difficulte deacces e leeau potable.
";140304;0;0930;0;
3 655;1403040931;3949;140304PB3949;"Faible production animale et halieutique.
";140304;0;0931;0;
3 656;1403040836;3950;140304PB3950;Non fluidite du trafic routier.;140304;0;0836;0;
3 657;1403110742;3951;140311PB3951;Faible encadrement des  personnes vulnerables. ;140311;0;0742;0;
3 658;1403040514;3952;140304PB3952;Difficultes liees e la promotion de la culture.;140304;0;0514;0;
3 659;1403040243;3953;140304PB3953;Difficulte organisationnelle des femmes.;140304;0;0243;0;
3 660;1403040742;3954;140304PB3954;Difficulte organisationnelle des femmes.;140304;0;0742;0;
3 661;1403040735;3955;140304PB3955;Difficulte deacces aux emplois decents et e la formation professionnelle.;140304;0;0735;0;
3 662;1403040741;3956;140304PB3956;Faible promotion de la securite sociale.;140304;0;0741;0;
3 663;1403040523;3957;140304PB3957;Faible developpement des activites touristiques.;140304;0;0523;0;
3 664;1403040033;3958;140304PB3958;"Difficultes de preservation de la foret et de la faune.
";140304;0;0033;0;
3 665;1403040028;3959;140304PB3959;Degradation de leEnvironnement.;140304;0;0028;0;
3 666;1403110243;3960;140311PB3960;Faible encadrement des femmes et des familles. ;140311;0;0243;0;
3 667;1403040838;3961;140304PB3961;Faible urbanisation et mauvais etat de lehabitat.;140304;0;0838;0;
3 668;1403040837;3962;140304PB3962;Difficulte deacces aux titres fonciers et au droit e la propriete.;140304;0;0837;0;
3 669;1403040419;3963;140304PB3963;"Insuffisance deinformations relatives aux resultats de la recherche et recherche scientifique.
";140304;0;0419;0;
3 670;1403040921;3964;140304PB3964;Faible pratique des activites commerciales.;140304;0;0921;0;
3 671;1403040418;3965;140304PB3965;Faible acces aux etudes superieures.;140304;0;0418;0;
3 672;1403110514;3966;140311PB3966;Faible promotion des activites culturelles dans la commune.;140311;0;0514;0;
3 673;1403040829;3967;140304PB3967;Faible pratique des activites minieres.;140304;0;0829;0;
3 674;1403040939;3968;140304PB3968;Faible developpement de leartisanat et des activites generatrices de revenus.;140304;0;0939;0;
3 675;1403040516;3969;140304PB3969;Difficulte de pratique des activites sportives.;140304;0;0516;0;
3 676;1403040846;3970;140304PB3970;Precarite des conditions de transport.;140304;0;0846;0;
3 677;1403040545;3971;140304PB3971;Difficulte deacces e leinformation et aux services postaux.;140304;0;0545;0;
3 678;1403040517;3972;140304PB3972;Faible acces e leinformation.;140304;0;0517;0;
3 679;1403040307;3973;140304PB3973;Faible qualite des services rendus par la Commune.;140304;0;0307;0;
3 680;1403110307;3974;140311PB3974;Faible collaboration entre leadministration et les populations.;140311;0;0307;0;
3 681;1403040000;3975;140304PB3975;Faible developpement des activites communales.;140304;0;0000;0;
3 682;1403110000;3976;140311PB3976;Faible intervention de leInstitution communale dans les secteurs de developpement.;140311;0;0000;0;
3 683;1403070415;3977;140307PB3977;Acces difficile e une education de base de qualite.;140307;0;0415;0;
3 684;1403070930;3978;140307PB3978;Difficulte dans la pratique agricole.;140307;0;0930;0;
3 685;1403070931;3979;140307PB3979;Difficulte dans la pratique de leelevage et de la peche.;140307;0;0931;0;
3 686;1403070640;3980;140307PB3980;Acces difficile e une sante de qualite.;140307;0;0640;0;
3 687;1403070000;3981;140307PB3981;Insuffisances deintervention de leInstitution Communale.;140307;0;0000;0;
3 688;1403050836;3982;140305PB3982;Enclavement de la Commune.;140305;0;0836;0;
3 689;1403050832;3983;140305PB3983;Difficulte deacces e leeau potable. (eau);140305;0;0832;0;
3 690;1403050832;3984;140305PB3984;Difficulte deacces e leenergie electrique (energie);140305;0;0832;0;
3 691;1403050640;3985;140305PB3985;Difficulte deacces aux soins de sante de qualite.;140305;0;0640;0;
3 692;1403050415;3986;140305PB3986;Difficulte deacces e leeducation de base de qualite.;140305;0;0415;0;
3 693;1403050930;3987;140305PB3987;Difficulte de modernisation de leagriculture.;140305;0;0930;0;
3 694;1403050931;3988;140305PB3988;Difficultes deacces e leelevage moderne.;140305;0;0931;0;
3 695;1403050921;3989;140305PB3989;Difficulte de commercialiser localement.;140305;0;0921;0;
3 696;1403050426;3990;140305PB3990;Faible insertion economique des jeunes.;140305;0;0426;0;
3 697;1403050846;3991;140305PB3991;Difficulte de circulation des personnes et des biens.;140305;0;0846;0;
3 698;1403050523;3992;140305PB3992;Difficulte de promotion des activites touristiques.;140305;0;0523;0;
3 699;1403050243;3993;140305PB3993;Faible promotion de la femme au processus de developpement.;140305;0;0243;0;
3 700;1403050425;3994;140305PB3994;Difficulte deacces aux enseignements secondaires de qualite.;140305;0;0425;0;
3 701;1403050742;3995;140305PB3995;Faible encadrement des populations vulnerables.;140305;0;0742;0;
3 702;1403050735;3996;140305PB3996;Difficulte deacces e leemploi et e une formation professionnelle.;140305;0;0735;0;
3 703;1403050514;3997;140305PB3997;Difficulte de mener les activites socioculturelles.;140305;0;0514;0;
3 704;1403050838;3998;140305PB3998;Difficultes deacces e leurbanisation et e lehabitat de qualite.;140305;0;0838;0;
3 705;1403050545;3999;140305PB3999;Difficultes deacces e leinformation.;140305;0;0545;0;
3 706;1403050028;4000;140305PB4000;Degradation de leenvironnement.;140305;0;0028;0;
3 707;1403050307;4001;140305PB4001;Difficulte deacces aux services publics et administratifs.;140305;0;0307;0;
3 708;1403050939;4002;140305PB4002;Difficulte de developpement des PME.;140305;0;0939;0;
3 709;1403050516;4003;140305PB4003;Difficultes de developpement des activites physiques et sportives.;140305;0;0516;0;
3 710;1403050741;4004;140305PB4004;Difficulte deacces e la securite sociale.;140305;0;0741;0;
3 711;1403050419;4005;140305PB4005;Difficulte deacces aux innovations scientifiques et techniques.;140305;0;0419;0;
3 712;1403050033;4006;140305PB4006;Exploitation anarchique et illicite du bois et des PFNL.;140305;0;0033;0;
3 713;1403050517;4007;140305PB4007;Difficulte deacces e la communication moderne.;140305;0;0517;0;
3 714;1403050829;4008;140305PB4008;Difficultes deexploitation du potentiel local de mines.;140305;0;0829;0;
3 715;1403050837;4009;140305PB4009;Difficultes deacces au domaine national et foncier.;140305;0;0837;0;
3 716;1403050418;4010;140305PB4010;Faible encadrement des jeunes bacheliers.;140305;0;0418;0;
3 717;1302030930;4011;130203PB4011;Capacites de production agricole de la commune limitees.;130203;0;0930;0;
3 718;1302030931;4012;130203PB4012;Baisse de la production animale, halieutique et des industries animales de la commune.;130203;0;0931;0;
3 719;1302030837;4013;130203PB4013;Absence de lotissement communal.;130203;0;0837;0;
3 720;1302030838;4014;130203PB4014;Absence de plan deurbanisation.;130203;0;0838;0;
3 721;1302030028;4015;130203PB4015;Hardeisation de la commune.;130203;0;0028;0;
3 722;1302030033;4016;130203PB4016;Destruction de lehabitat de la faune de la commune. ;130203;0;0033;0;
3 723;1302030307;4017;130203PB4017;Absence de plate forme de collaboration entre la commune et ses administres.;130203;0;0307;0;
3 724;1302030415;4018;130203PB4018;Couverture partielle de la commune par les ecoles primaires;130203;0;0415;0;
3 725;1302030425;4019;130203PB4019;Offre en enseignements secondaires limitee dans la commune;130203;0;0425;0;
3 726;1302030425;4020;130203PB4020;Offre en enseignements secondaires limitee dans la commune;130203;0;0425;0;
3 727;1302030418;4021;130203PB4021;Absence deetablissements deenseignement superieur dans a commune;130203;0;0418;0;
3 728;1302030640;4022;130203PB4022;Offre communale limitee en soins de sante;130203;0;0640;0;
3 729;1302030832;4023;130203PB4023;Offres en eau potable et en energie limitees dans la commun.;130203;0;0832;0;
3 730;1302030836;4024;130203PB4024;Infrastructures degradees et ephemeres.;130203;0;0836;0;
3 731;1302030742;4025;130203PB4025;Absence de service social communal.;130203;0;0742;0;
3 732;1302030243;4026;130203PB4026;Absence de structures de promotion de la femme et de la famille dans la commune.;130203;0;0243;0;
3 733;1302030426;4027;130203PB4027;Absence de cadre communal deepanouissement des jeunes.;130203;0;0426;0;
3 734;1302030516;4028;130203PB4028;Absence de cadre communal de pratique du sport et de leeducation physique.;130203;0;0516;0;
3 735;1302030846;4029;130203PB4029;Voies de communication communales en mauvais etat.;130203;0;0846;0;
3 736;1302030735;4030;130203PB4030;Absence deun cadre communal preparant e leemploi et e la formation professionnelle.;130203;0;0735;0;
3 737;1302030419;4031;130203PB4031;Absence de cadre de developpement de la recherche scientifique et de leinnovation.;130203;0;0419;0;
3 738;1302030523;4032;130203PB4032;Absence de cadre communal integre de developpement du tourisme.;130203;0;0523;0;
3 739;1302030735;4033;130203PB4033;Absence deun cadre communal preparant e leemploi et e la formation professionnelle.;130203;0;0735;0;
3 740;1302030939;4034;130203PB4034;Absence de cadre communal  de  developpement des PME, de leeconomie sociale et de leartisanat ;130203;0;0939;0;
3 741;1302030829;4035;130203PB4035;Absence de cadre communal  de  developpement  du   secteur Mines, industries et  developpement technologique. ;130203;0;0829;0;
3 742;1302030921;4036;130203PB4036;Absence de cadre communal de promotion de leeconomie locale. ;130203;0;0921;0;
3 743;1302030545;4037;130203PB4037;Absence de services despostes et telecommunication dans la commune. ;130203;0;0545;0;
3 744;1302030741;4038;130203PB4038;Absence de cadre communal reglementant le secteur travail et securite social.;130203;0;0741;0;
3 745;1302030517;4039;130203PB4039;Absence de cadre communal integre de developpement de TIC. ;130203;0;0517;0;
3 746;1708070931;4040;170807PB4040;Difficultes de developpement deun elevage de qualite.;170807;0;0931;0;
3 747;1708070930;4041;170807PB4041;Difficultes de developpement deune agriculture de qualite.;170807;0;0930;0;
3 748;1708070837;4042;170807PB4042;Faible developpement du plan des cadastres.;170807;0;0837;0;
3 749;1708070838;4043;170807PB4043;Difficultes de developpement deun plan deurbanisation.;170807;0;0838;0;
3 750;1708070028;4044;170807PB4044;Non respect des lois sur leenvironnement.;170807;0;0028;0;
3 751;1708070033;4045;170807PB4045;Deforestation et destruction de la faune.;170807;0;0033;0;
3 752;1708070307;4046;170807PB4046;Difficultes de developpement de la decentralisation.;170807;0;0307;0;
3 753;1708070415;4047;170807PB4047;Difficultes deacces e une education de base de qualite.;170807;0;0415;0;
3 754;1708070425;4048;170807PB4048;Difficultes deacces e un enseignement secondaire de qualite.;170807;0;0425;0;
3 755;1708070418;4049;170807PB4049;Difficultes deacces e leenseignement superieur.;170807;0;0418;0;
3 756;1708070640;4050;170807PB4050;Difficultes deacces aux soins de sante de qualite.;170807;0;0640;0;
3 757;1708070832;4051;170807PB4051;Difficulte deacces e leeau potable et e leenergie electrique.;170807;0;0832;0;
3 758;1708070930;4052;170807PB4052;Difficultes deevacuation des produits agricoles.;170807;0;0930;0;
3 759;1708070742;4053;170807PB4053;Difficultes deacces des couches vulnerables e leurs droits sociaux.;170807;0;0742;0;
3 760;1708070243;4054;170807PB4054;Faible promotion de la femme et de la famille.;170807;0;0243;0;
3 761;1708070426;4055;170807PB4055;Difficultes deepanouissement des jeunes.;170807;0;0426;0;
3 762;1708070516;4056;170807PB4056;Difficultes de developpement de leactivite sportive.;170807;0;0516;0;
3 763;1708070735;4057;170807PB4057;Difficultes deacces e leemploi et e la formation professionnelle.;170807;0;0735;0;
3 764;1708070846;4058;170807PB4058;Difficultes deacces aux conditions de transport de qualite.;170807;0;0846;0;
3 765;1708070939;4059;170807PB4059;Difficultes de developpement des PME et de leartisanat.;170807;0;0939;0;
3 766;1708070523;4060;170807PB4060;Faible developpement de leactivite touristique.;170807;0;0523;0;
3 767;1708070514;4061;170807PB4061;Difficultes de promotion de la culture.;170807;0;0514;0;
3 768;1708070419;4062;170807PB4062;Difficultes de developpement des unites de transformation.;170807;0;0419;0;
3 769;1708070921;4063;170807PB4063;Difficultes de developpement des activites commerciales.;170807;0;0921;0;
3 770;1708070545;4064;170807PB4064;Difficultes deacces e la telephonie et aux ondes audio-visuelles.;170807;0;0545;0;
3 771;1708070517;4065;170807PB4065;Faible developpement des communications.;170807;0;0517;0;
3 772;1708070931;4066;170807PB4066;Difficultes deacces aux alevins et semences de qualite.;170807;0;0931;0;
3 773;1708070741;4067;170807PB4067;Difficultes deacces aux conditions de travail et de securite sociale de qualite.;170807;0;0741;0;
3 774;1403040426;4068;140304PB4068;Faible appui e la jeunesse;140304;0;0426;0;
3 775;1801040930;4069;180104PB4069;"Faible productivite agricole.
";180104;0;0930;0;
3 776;1801040931;4070;180104PB4070;"Faible production des activites deelevage et de peches.
";180104;0;0931;0;
3 777;1801040837;4071;180104PB4071;Insecurite fonciere des espaces occupes.;180104;0;0837;0;
3 778;1801040838;4072;180104PB4072;Precarite des habitats.;180104;0;0838;0;
3 779;1801040028;4073;180104PB4073;Non-respect des aspects sociaux environnementaux.;180104;0;0028;0;
3 780;1801040033;4074;180104PB4074;Exploitation illicite des ressources forestieres.;180104;0;0033;0;
3 781;1801040307;4075;180104PB4075;Difficulte deacces aux pieces officielles et vetuste des betiments administratifs.;180104;0;0307;0;
3 782;1801040415;4076;180104PB4076;"Difficultes deacces e une education de base de qualite.
";180104;0;0415;0;
3 783;1801040425;4077;180104PB4077;Difficulte deacces e un enseignement secondaire de qualite.;180104;0;0425;0;
3 784;1801040418;4078;180104PB4078;Difficultes deacces e leenseignement superieur.;180104;0;0418;0;
3 785;1801040640;4079;180104PB4079;"Difficultes deacces aux soins de sante de qualite.
";180104;0;0640;0;
3 786;1801040832;4080;180104PB4080;"Difficulte deacces e leeau potable (EAU).
";180104;0;0832;0;
3 787;1801040832;4081;180104PB4081;Difficulte deacces e leenergie electrique (ENERGIE).;180104;0;0832;0;
3 788;1801040836;4082;180104PB4082;"Enclavement de la Commune.
";180104;0;0836;0;
3 789;1801040742;4083;180104PB4083;Difficulte deencadrement des personnes vulnerables.;180104;0;0742;0;
3 790;1801040243;4084;180104PB4084;Insuffisance deencadrement des femmes et des filles.;180104;0;0243;0;
3 791;1801040426;4085;180104PB4085;Manque deencadrement des jeunes.;180104;0;0426;0;
3 792;1801040516;4086;180104PB4086;Difficulte de pratiquer les activites sportives.;180104;0;0516;0;
3 793;1801040846;4087;180104PB4087;Precarite des conditions de transport.;180104;0;0846;0;
3 794;1801040735;4088;180104PB4088;Difficulte deinsertion professionnelle.;180104;0;0735;0;
3 795;1801040939;4089;180104PB4089;Faible competitivite des produits de leartisanat.;180104;0;0939;0;
3 796;1801040419;4090;180104PB4090;Difficultes deacces aux resultats de la recherche en agriculture, elevage, pisciculture.;180104;0;0419;0;
3 797;1801040523;4091;180104PB4091;Insuffisance de la promotion des activites touristiques.;180104;0;0523;0;
3 798;1801040514;4092;180104PB4092;valorisation insuffisante du patrimoine culturel.;180104;0;0514;0;
3 799;1801040829;4093;180104PB4093;Faible valorisation des activites du secteur minier.;180104;0;0829;0;
3 800;1801040921;4094;180104PB4094;Absence deinfrastructures adequates pour la commercialisation des produits agropastoraux.;180104;0;0921;0;
3 801;1801040545;4095;180104PB4095;"Difficultes deacces aux services des telecommunications.
";180104;0;0545;0;
3 802;1801040517;4096;180104PB4096;Difficulte deacces e leinformation.;180104;0;0517;0;
3 803;1801040741;4097;180104PB4097;"Insecurite sociale des agriculteurs et eleveurs.
";180104;0;0741;0;
3 804;1801050930;4098;180105PB4098;Faiblesse de la production agricole.;180105;0;0930;0;
3 805;1801050931;4099;180105PB4099;Ignorance des techniques deelevage moderne.;180105;0;0931;0;
3 806;1801050640;4100;180105PB4100;Difficultes deacces aux soins de sante.;180105;0;0640;0;
3 807;1801050415;4101;180105PB4101;Difficultes de fonctionnement des structures de leeducation de base.;180105;0;0415;0;
3 808;1801080930;4102;180108PB4102;Difficultes deacces e une agriculture rentable.;180108;0;0930;0;
3 809;1801080930;4103;180108PB4103;;180108;0;0930;0;
3 810;1801080930;4104;180108PB4104;;180108;0;0930;0;
3 812;1801060930;4106;180106PB4106;Faible production agricole.;180106;0;0930;0;
3 813;1801080931;4107;180108PB4107;Faible productivite des activites pastorales et piscicole.;180108;0;0931;0;
3 814;1801080838;4108;180108PB4108;Faible developpement de lehabitat moderne.;180108;0;0838;0;
3 815;1801080838;4109;180108PB4109;Precarite et insalubrite de lehabitat.;180108;0;0838;0;
3 816;1801080837;4110;180108PB4110;"Difficultes deacces e la propriete fonciere.
";180108;0;0837;0;
3 817;1801080837;4111;180108PB4111;Difficultes des Baka e acceder e la propriete fonciere.;180108;0;0837;0;
3 818;1801080742;4112;180108PB4112;"Difficultes deencadrement des couches vulnerables.
";180108;0;0742;0;
3 819;1801060931;4113;180106PB4113;Faible production animale et halieutique.;180106;0;0931;0;
3 820;1801080028;4114;180108PB4114;Degradation progressive de leenvironnement.;180108;0;0028;0;
3 821;1801080426;4115;180108PB4115;Faible promotion de la jeunesse.;180108;0;0426;0;
3 822;1801080426;4116;180108PB4116;Difficultes deinsertion socioprofessionnelle des jeunes.;180108;0;0426;0;
3 823;1801080514;4117;180108PB4117;Faible valorisation du patrimoine culturel des villages de la Commune.;180108;0;0514;0;
3 824;1801060640;4118;180106PB4118;Difficultes deacces aux soins de sante de qualite.;180106;0;0640;0;
3 825;1801080033;4119;180108PB4119;"Exploitation anarchique des ressources forestiere fauniques.
";180108;0;0033;0;
3 826;1801080033;4120;180108PB4120;Difficultes deacces e la redevance forestiere.;180108;0;0033;0;
3 827;1801060836;4121;180106PB4121;Difficulte de circulation des personnes et des biens.;180106;0;0836;0;
3 828;1801060415;4122;180106PB4122;Difficulte deacces e une education primaire de qualite.;180106;0;0415;0;
3 829;1801080517;4123;180108PB4123;Difficultes deacces aux services de communication.;180108;0;0517;0;
3 830;1801080523;4124;180108PB4124;Difficultes de valorisation du potentiel touristique de la Commune.;180108;0;0523;0;
3 831;1801060514;4125;180106PB4125;faible valorisation du patrimoine culturel.;180106;0;0514;0;
3 832;1801080735;4126;180108PB4126;Difficultes deacces e une structure de formation professionnelle de qualite.;180108;0;0735;0;
3 833;1801060243;4127;180106PB4127;Faible epanouissement de la femme et de la jeune fille.;180106;0;0243;0;
3 834;1801060742;4128;180106PB4128;Faible encadrement des couches vulnerables.;180106;0;0742;0;
3 835;1801060832;4129;180106PB4129;Difficultes deacces e leeau potable.;180106;0;0832;0;
3 836;1801080735;4130;180108PB4130;Difficultes deacces aux emplois decents.;180108;0;0735;0;
3 837;1801080741;4131;180108PB4131;Proliferation des emplois informels.;180108;0;0741;0;
3 838;1801060425;4132;180106PB4132;Difficulte deacces e leenseignement secondaire de qualite.;180106;0;0425;0;
3 839;1801080939;4133;180108PB4133;Difficulte e promouvoir les petites et moyennes entreprises.;180108;0;0939;0;
3 840;1801060735;4134;180106PB4134;Insuffisance de la formation professionnelle et des opportunites deemploi.;180106;0;0735;0;
3 841;1801080939;4135;180108PB4135;Difficultes deacces des jeunes aux financements des microprojets.;180108;0;0939;0;
3 842;1801060741;4136;180106PB4136;Faible couverture sociale.;180106;0;0741;0;
3 843;1801080829;4137;180108PB4137;Faible valorisation du potentiel minier et industriel local.;180108;0;0829;0;
3 844;1801060523;4138;180106PB4138;Faible valorisation du potentiel touristique.;180106;0;0523;0;
3 845;1801080921;4139;180108PB4139;Contexte local peu favorable e leactivite commerciale.;180108;0;0921;0;
3 846;1801060033;4140;180106PB4140;Utilisation irrationnelle des ressources fauniques et forestieres.;180106;0;0033;0;
3 847;1801060028;4141;180106PB4141;Faible prise en compte des problemes environnementaux.;180106;0;0028;0;
3 848;1801080846;4142;180108PB4142;Difficultes de mobilite des personnes et des biens.;180108;0;0846;0;
3 849;1801060838;4143;180106PB4143;Difficultes deacces e un habitat decent.;180106;0;0838;0;
3 850;1801080307;4144;180108PB4144;Difficultes deacces aux services administratifs.;180108;0;0307;0;
3 851;1801060837;4145;180106PB4145;Faible securisation du patrimoine foncier et immobilier.;180106;0;0837;0;
3 852;1801060419;4146;180106PB4146;Difficultes deacces aux produits de la recherche et aux innovations scientifiques.;180106;0;0419;0;
3 853;1801060921;4147;180106PB4147;Difficulte de commercialisation des produits.;180106;0;0921;0;
3 854;1801080307;4148;180108PB4148;Litige foncier.;180108;0;0307;0;
3 855;1801060426;4149;180106PB4149;Faible encadrement des jeunes.;180106;0;0426;0;
3 856;1801080425;4150;180108PB4150;Difficultes deacces e une education de qualite.;180108;0;0425;0;
3 857;1801060516;4151;180106PB4151;Faible promotion des activites sportives.;180106;0;0516;0;
3 858;1801060939;4152;180106PB4152;Faible valorisation de leartisanat et des PME locales.;180106;0;0939;0;
3 859;1801060829;4153;180106PB4153;Faible valorisation du potentiel minier et industriel local.;180106;0;0829;0;
3 860;1801060846;4154;180106PB4154;Mauvaises conditions de transport des personnes et des biens.;180106;0;0846;0;
3 861;1801060545;4155;180106PB4155;Difficulte deacces aux reseaux de telecommunication et aux services postaux.;180106;0;0545;0;
3 862;1801060517;4156;180106PB4156;Difficulte deacces e leinformation.;180106;0;0517;0;
3 863;1801080419;4157;180108PB4157;Difficulte deacces aux produits de la recherche et au developpement des innovations scientifiques.;180108;0;0419;0;
3 864;1801060307;4158;180106PB4158;Difficulte deacces aux services administratifs.;180106;0;0307;0;
3 865;1801060307;4159;180106PB4159;Insecurite des personnes et des biens.;180106;0;0307;0;
3 866;1801060418;4160;180106PB4160;Difficultes deacces e leenseignement superieur.;180106;0;0418;0;
3 867;1801050425;4162;180105PB4162;Difficultes deacces e leenseignement secondaire.;180105;0;0425;0;
3 868;1801050836;4163;180105PB4163;Difficulte de transports  des personnes et des biens. ;180105;0;0836;0;
3 869;1801050426;4164;180105PB4164;Deseuvrement des jeunes .;180105;0;0426;0;
3 870;1801050832;4165;180105PB4165;Electrification partielle  du milieu urbain et rural.;180105;0;0832;0;
3 871;1801050832;4166;180105PB4166;Difficultes deacces e leeau potable.;180105;0;0832;0;
3 872;1801050742;4167;180105PB4167;Predominance des fleaux sociaux. ;180105;0;0742;0;
3 873;1801050243;4168;180105PB4168;Deficit de leencadrement des femmes en economie sociale et familiale.;180105;0;0243;0;
3 874;1801050514;4169;180105PB4169;Pertes des valeurs cultuelles. ;180105;0;0514;0;
3 875;1801050939;4170;180105PB4170;Prevalence du secteur informel dans le tissu economique local.;180105;0;0939;0;
3 876;1801050829;4171;180105PB4171;Exploitation anarchique des ressources naturelles (sable etc.).;180105;0;0829;0;
3 877;1801050523;4172;180105PB4172;Non exploitation des sites touristiques existants dans les villages.;180105;0;0523;0;
3 878;1801050837;4173;180105PB4173;Accentuation des litiges fonciers. ;180105;0;0837;0;
3 879;1801050921;4174;180105PB4174;Difficultes de commercialisation des produits agricoles. ;180105;0;0921;0;
3 880;1801050846;4175;180105PB4175;Conditions de transport difficile. ;180105;0;0846;0;
3 881;1801050545;4176;180105PB4176;Absence deun reseau telephonique camerounais. ;180105;0;0545;0;
3 882;1801050307;4177;180105PB4177;Difficulte deobtention des actes de citoyennete. ;180105;0;0307;0;
3 883;1801050307;4178;180105PB4178;Absence deun chef de village.;180105;0;0307;0;
3 884;1801050033;4179;180105PB4179;Presence des animaux feroces. ;180105;0;0033;0;
3 885;1801050033;4180;180105PB4180;Exploitation anarchique de la foret.;180105;0;0033;0;
3 886;1801050033;4181;180105PB4181;Difficulte deune creation deune foret communautaire.;180105;0;0033;0;
3 887;1801050028;4182;180105PB4182;Insalubrite des villages et du centre urbain. ;180105;0;0028;0;
3 888;1801050838;4183;180105PB4183;Inexistence deun plan deurbanisme de la ville deOVENG. ;180105;0;0838;0;
3 889;1801050735;4184;180105PB4184;Difficulte deacces e la formation professionnelle.;180105;0;0735;0;
3 890;1801050741;4185;180105PB4185;Mauvaise prise en charge des employes dans les entreprises.;180105;0;0741;0;
3 891;1801050516;4186;180105PB4186;Difficultes e pratiquer les Sports et  leEducation physique. ;180105;0;0516;0;
3 892;1801050419;4187;180105PB4187;Faible diffusion des produits de la recherche. ;180105;0;0419;0;
3 893;1801050418;4188;180105PB4188;Deperdition scolaire des jeunes apres le BAC.;180105;0;0418;0;
3 894;1801050517;4189;180105PB4189;Difficultes deacces aux voies de communication camerounaise.;180105;0;0517;0;
3 811;1801080418;4190;180108PB4190;Difficultes deacces e leenseignement superieur.;180108;0;0418;0;
3 895;1801080836;4191;180108PB4191;Difficultes deacces aux villages de la Commune.;180108;0;0836;0;
3 896;1801080516;4192;180108PB4192;Faible promotion des activites sportives et deeducation physique.;180108;0;0516;0;
3 897;1801080243;4193;180108PB4193;Faible acces des femmes et des jeunes filles meres e leeducation sociale.;180108;0;0243;0;
3 898;1801080545;4194;180108PB4194;Difficultes deacces aux NTIC.;180108;0;0545;0;
3 899;1801080640;4195;180108PB4195;Difficultes deacces aux soins de sante de qualite.;180108;0;0640;0;
3 900;1801080832;4196;180108PB4196;Difficultes deacces e leeau potable et e leassainissement.;180108;0;0832;0;
3 901;1801080832;4197;180108PB4197;Difficultes deapprovisionnement regulier en energie electrique.;180108;0;0832;0;
3 902;1801080415;4198;180108PB4198;Difficulte deacces e une education de base de qualite.;180108;0;0415;0;
3 903;1804030930;4199;180403PB4199;Faible production agricole.;180403;0;0930;0;
3 904;1804030931;4200;180403PB4200;Sous valorisation des activites d'elevage et des peches.;180403;0;0931;0;
3 905;1804030832;4201;180403PB4201;Difficulte deacces e leeau potable.( EAU);180403;0;0832;0;
3 906;1804030832;4202;180403PB4202;Difficulte deacces e leenergie electrique.( eNERGIE );180403;0;0832;0;
3 907;1804030836;4203;180403PB4203;Enclavement de toute la commune.;180403;0;0836;0;
3 908;1804030415;4204;180403PB4204;Difficulte deacces e une education de qualite.;180403;0;0415;0;
3 909;1804030640;4205;180403PB4205;Difficulte deacces aux soins de sante de bonne qualite.;180403;0;0640;0;
3 910;1804030846;4206;180403PB4206;Precarite des conditions de transport.;180403;0;0846;0;
3 911;1804030307;4207;180403PB4207;Difficultes deexercice du devoir civique.;180403;0;0307;0;
3 912;1804030425;4208;180403PB4208;Difficulte deacces e un enseignement de qualite.;180403;0;0425;0;
3 913;1804030418;4209;180403PB4209;Difficultes deacces e leenseignement superieur.;180403;0;0418;0;
3 914;1804030419;4210;180403PB4210;Difficulte deacces aux resultats de la recherche.;180403;0;0419;0;
3 915;1804030838;4211;180403PB4211;Precarite des habitats.;180403;0;0838;0;
3 916;1804030837;4212;180403PB4212;Insecurite fonciere.;180403;0;0837;0;
3 917;1804030742;4213;180403PB4213;Difficulte deencadrement des personnes socialement vulnerables.;180403;0;0742;0;
3 918;1804030426;4214;180403PB4214;Difficultes deencadrement des jeunes.;180403;0;0426;0;
3 919;1804030516;4215;180403PB4215;Faible promotion et developpement des activites sportives.;180403;0;0516;0;
3 920;1804030243;4216;180403PB4216;Insuffisance deencadrement de la femme et de la fille.;180403;0;0243;0;
3 921;1802040930;4218;180204PB4218;Faible production et productivite agricole.;180204;0;0930;0;
3 922;1802040931;4219;180204PB4219;Faible production animale et halieutique.;180204;0;0931;0;
3 923;1802040640;4220;180204PB4220;Difficulte deacces aux soins de sante de qualite.;180204;0;0640;0;
3 924;1802040836;4221;180204PB4221;etat defectueux du reseau routier.;180204;0;0836;0;
3 925;1802040415;4222;180204PB4222;Difficulte deacces e une education de base de qualite.;180204;0;0415;0;
3 926;1802040514;4223;180204PB4223;Perte des valeurs culturelles.;180204;0;0514;0;
3 927;1802040243;4224;180204PB4224;Insuffisance deencadrement des femmes.;180204;0;0243;0;
3 928;1802040742;4225;180204PB4225;Faible deencadrement des couches vulnerables.;180204;0;0742;0;
3 929;1802040832;4226;180204PB4226;Difficultes deapprovisionnement en leeau potable (eau).;180204;0;0832;0;
3 930;1802040832;4227;180204PB4227;Difficultes deacces e leenergie electrique (energie).;180204;0;0832;0;
3 931;1802040425;4228;180204PB4228;Difficultes deacces e une education de qualite.;180204;0;0425;0;
